mean_temp,min_temp,max_temp,dewpoint_temp,pressure,humidity,cloud,rainfall,low_visibility_hour,sunshine,radiation,evaporation,wind_direction,wind_speed
23.6,21.5,25,17,1005.3,67,84,0.2,3,3.4,5.51,2,10,35.9
24.9,22.6,27.8,16.9,1005.1,61,55,0,2,7.3,15.22,4.6,10,17.9
25.1,22.7,26.9,18.5,1007.9,67,56,0,0,5.8,15.4,4.8,10,13
24.9,22.9,28.1,18.6,1011,68,64,0,0,6.5,15.36,5.1,20,25.6
22.3,19.9,24.3,17.3,1016.2,73,88,0,0,0.3,5.7,4,20,34.7
20,17.6,22.9,11.9,1019.1,60,42,0,0,8.5,17.41,6.1,20,37.7
18.7,15.7,22.7,8.5,1019.2,52,4,0,0,10.4,19.92,5.6,20,36.2
19.1,16.3,22.6,8.5,1020.8,51,14,0,0,10.3,19.14,4.8,20,35
19.3,16.3,23,7.7,1021.8,47,7,0,0,10.3,18.94,6.4,20,32.1
20,16.7,24,10.4,1020.3,55,4,0,0,10.3,19.71,3.3,20,25.1
21.1,18.8,24.6,14.4,1018.6,67,19,0,0,9.4,18.9,3.9,80,31.5
21.5,18.5,24.7,14.4,1019,65,27,0,0,9.9,18.45,4.4,70,32.4
21.2,18.8,24.1,14.3,1019.9,65,66,0,5,7.5,12.76,3.7,80,31.7
20,17.3,22,15,1019.4,74,91,3.2,11,0,4.81,0.9,70,31
17.5,16.8,18.3,17.1,1018.3,97,98,24.3,0,0,3.05,0.6,40,26.9
18.8,17.4,20.6,17.9,1016.4,95,91,14.7,4,0,4.99,1.6,20,19
22.1,19.8,25.9,17.9,1015.6,77,49,0,15,8.3,15.67,3.5,40,9
22.5,19.8,26.1,15.3,1017.5,66,24,0,6,9.6,18.02,5.4,20,16.5
21.4,19.6,24.5,13.3,1020.1,61,16,0,4,10,17.44,3,90,24
21,19.2,23.9,15.3,1019.1,71,56,0,13,6.5,14.26,3.6,70,29.4
21.3,18.3,25.3,12.7,1017,61,45,0,6,9.9,18.12,4,70,24.7
21.7,19.4,24.5,15.2,1015,68,21,0,0,10.3,18.58,4.4,70,35.4
22.4,20.4,25.2,17.2,1016.9,73,62,0,0,6.6,12.99,2.7,50,32.4
22.8,21.2,25.1,18.7,1019.6,78,84,0,0,2.3,9.98,3.2,50,28
23.4,21.9,26.7,19.1,1019.5,77,81,0,1,6.6,14.1,3.9,80,28.1
21.8,20.3,24.1,16.8,1018.8,74,58,0,11,6.9,13.16,3.5,70,25.9
21,18.6,23.7,16.2,1018.2,74,33,0,22,9.1,15.11,3.5,90,23.4
21.6,20.6,24.6,17.4,1017.6,77,79,0,13,4.2,10.35,2.4,70,20.5
21.7,19.9,24.7,16.9,1015.6,75,51,0,23,7.4,13.5,3,20,15.3
21,19.2,22.9,16.8,1013.5,77,51,0,3,6.2,12.55,3.2,50,20.2
21.4,19.5,23.8,17.9,1011.9,81,38,0,0,9.3,15.63,1.6,50,16.4
22.5,20.3,25.4,17.3,1011.7,73,51,0,14,7.4,12.56,3.5,20,14.8
21.4,19.8,23.6,16.7,1014.5,75,68,0,11,5.4,11.92,2.9,80,21.8
20.9,19.4,24,16.3,1016.5,75,64,0,16,6.2,13.78,4.2,60,28.7
20.2,18.1,23.1,13.2,1017.5,65,18,0,8,9.3,15.57,3.1,20,21.3
19.8,17.5,21.9,13.7,1017.7,68,23,0,6,9.4,15.92,3,80,27.6
20.1,18.3,22.1,15,1017.7,73,47,0,0,8.2,15.79,3.3,70,30.8
20.8,19.4,23.3,16.1,1018.2,75,34,0,0,9.7,16.21,3.2,60,27.1
20.9,19.2,23.7,17.5,1017.1,81,50,0,4,8.5,14.14,2.4,90,19.5
21.7,19.6,23.9,17.3,1015.4,76,37,0,20,8.4,12.8,3,30,7.8
20.9,18.6,23.6,16.1,1015.3,74,27,0,10,4.6,10.29,2,30,14.8
21.6,19,24.3,15.9,1016.4,71,12,0,20,9.4,14.36,4.2,20,12.9
20.9,18.5,23.7,12.9,1018.4,61,5,0,2,9.4,15.66,4,20,26.8
20.4,19,22.2,12.9,1017.2,62,68,0,0,1.7,8.85,2.1,70,30.5
21.6,19.1,24.8,15.8,1014.5,70,29,0,0,9.2,15.88,3.1,50,16.5
23.5,21.2,26.8,16.1,1014.9,65,29,0,14,9.4,14.95,6,40,14.6
19.3,16.6,21.9,8.5,1018.6,50,49,0,23,5.1,11.51,4.1,20,42
17,14.3,20.1,0.8,1017.2,34,49,0,1,9.6,16.77,5,20,27
17.5,15,19.8,7.1,1015.9,52,47,0,0,9.4,15.91,3,80,24.3
19.5,17.6,21.7,14.4,1013.3,72,86,0,0,4.3,12.47,3.8,60,31.3
20.2,19.4,21.1,14.6,1012.3,70,88,0,0,0.2,5.09,2.1,60,35.8
20,18.9,20.8,17.2,1010.4,84,88,0,11,0,2.47,0.6,70,40
21.9,20.6,23.6,20.1,1010.8,90,76,0,8,0.9,7.51,0.9,50,18
21.8,20.1,24.7,19.3,1013.5,86,85,0,2,1.6,7.45,2.1,30,21.4
17.5,11.2,20,16,1013.7,91,91,12.9,0,0,1.86,1.7,70,47.5
8.8,7.5,11.2,3.6,1020.8,72,75,5.3,0,0,4.13,2.5,10,60.7
10.4,5.8,14.6,2.5,1020.5,41,11,0,0,9.5,17.47,2.3,20,24.6
14.3,10.7,17.1,7.5,1018.4,64,45,0,0,6,13.06,2.6,50,26.5
18.4,15.9,20.9,13.5,1018.3,74,65,0,7,6.7,13.06,1.8,50,19.3
20.1,17.5,22.4,13.8,1015.8,68,78,0,21,5.2,11.85,2.4,40,8.7
20.5,19.2,23.6,14.9,1014.1,71,59,0,18,4.7,9.19,2.8,40,8.5
19.3,17.4,22.4,12.1,1014.5,64,10,0,8,9.1,15.33,3.5,40,19.3
18.1,15.9,21,12.5,1015.6,71,18,0,7,9.4,15.16,3,60,26.7
18.7,17.4,20.2,14.6,1015,77,61,0,15,3.6,9.45,5.8,70,34.4
16.2,11.5,18.6,12.3,1016.7,78,83,0,1,0.2,4.3,3.7,60,42.9
12.4,9.8,15.5,1.2,1020.9,47,31,0.2,0,9.3,17.26,2.5,10,37.6
13.3,10.2,16.9,4.7,1019.4,56,4,0,0,9.4,16.95,2.7,30,16
15.4,12.2,19.6,6.1,1018.1,55,2,0,0,9.5,16.6,2.6,30,14.3
17.1,14.6,20.5,12.3,1017.3,74,22,0,4,9.5,16.33,3.5,40,21.3
17.8,15.6,21,8.2,1018.1,55,11,0,0,9.4,15.71,5.2,20,27.7
15.5,13.2,18.7,2,1018.9,40,1,0,0,9.5,15.91,3.7,20,24
14.9,12.7,17.2,6.3,1019.1,57,14,0,0,9.5,15.94,3.3,70,34.1
15.1,14.1,16.3,8.5,1019.8,65,83,0,1,0.1,6.44,2.8,60,44.3
14,12.6,15.5,9,1019.6,72,91,0,2,0,2.55,0.6,20,27.5
13.4,12.1,14.6,10.3,1020.4,81,95,1.2,3,0.2,3.68,1.1,40,29.9
15.7,13.9,17.9,11.8,1018.6,77,91,0,23,1.1,8.24,2.1,40,24.9
14.2,11.3,16.4,8.5,1021.9,69,73,0,3,4.7,10.58,3.7,10,30
10.9,9.5,13.6,4.1,1024.2,63,70,0,23,3.3,8.52,2.1,10,26.7
12.8,9.5,15.6,6.4,1021.3,65,36,0,24,7.6,14.32,3,30,18.5
14.5,12.4,18,5.8,1020.2,56,25,0,24,9.2,14.75,3.7,10,26.9
13.1,10.9,15.9,4.3,1020,55,41,0,19,8.2,13.63,3.2,10,26
11.2,8.8,13.2,3.9,1018.7,61,85,0,12,0,4.41,1.3,10,32.5
8.8,7.2,10.4,6.9,1019.4,88,88,4.2,3,0,3.12,1,20,24.5
12.9,10.1,15.4,8.9,1018.9,77,73,0,18,4.6,12.1,1.9,40,21.4
16.3,13.7,19.4,10.8,1017.1,70,65,0,24,7.1,13.95,3.3,40,12.3
13.7,10.2,16.7,5.4,1021.5,58,36,0,9,9.6,16.3,4.3,20,42.1
11.2,9.4,13.6,3.1,1024.2,58,54,0,0,4.9,12.69,3.1,20,32.8
11.8,8.9,14.6,4.9,1024.2,63,41,0,11,6.7,13.54,2.6,60,31
14.3,12.4,17.1,9.2,1020.9,72,59,0,7,6.3,14.72,2.7,60,31.6
15.3,13.3,18.4,11.5,1018.5,79,70,0,15,6,13.03,3,60,29.1
16.1,14.5,18.7,10.5,1017.2,70,86,0,24,1.7,7.46,3.3,30,24
13.7,10.7,17.1,6.3,1019.3,61,27,0,0,10,16.99,3,10,27.1
13.2,12.1,14.8,8,1021.6,70,77,0,15,1.3,5.84,2.7,30,21.6
15,13.1,17.3,9.2,1021.8,69,53,0,24,9.1,15.47,2.1,30,12.3
14.1,12.3,16.4,7.4,1023.4,64,81,0,17,2.4,9.66,2.6,20,20.7
14.3,12.6,17.3,9.1,1024.3,71,58,0,24,7.9,15.06,2.6,50,26
15,12.2,18.8,10.3,1024.6,75,29,0,24,9.6,16.17,2.6,50,20.5
15.9,14.1,19,11.7,1024.5,77,77,0,16,6.3,13.2,2.8,60,23
15.1,13.2,17.3,9.1,1023.9,68,77,0,6,1.6,7.15,4.6,10,29.8
12.9,10.8,15.7,3,1025.2,51,66,0,0,6.8,14.04,3,20,33.6
12.2,9,15.3,2.6,1026.4,52,78,0,0,3.3,11.71,3.2,20,27
13.1,10.9,16.5,5.6,1025.6,61,40,0,5,9.5,17.47,2.8,20,26.4
14,11.9,17,8.5,1022.7,70,58,0,15,5.5,13.57,2.5,60,18
14.8,12.3,18.6,7.9,1020.9,64,31,0,23,9.3,16.03,3,40,14.8
15.3,13.2,18.6,10.8,1020.1,75,32,0,2,9.8,17.66,3.9,50,18.3
16.3,13.5,20.9,11.7,1017.5,75,4,0,15,9.8,17.26,1.4,30,8.5
17.1,14.6,21.7,11.1,1017.5,69,6,0,14,10.1,18.67,3.9,30,14.8
17.8,14.8,21.8,10.1,1016,61,27,0,2,7.8,17.67,3.8,40,19.2
18.7,16.9,22.2,11.8,1012.6,65,60,0,2,6.1,15.57,3.4,40,19.2
19.6,17.2,23.9,15.4,1009.6,77,50,0,12,8.6,17.72,3,40,14.3
19.8,16.6,23.6,16.8,1010,83,67,0,4,6.5,14.7,3.6,50,20.8
17.9,15.8,21.1,14.1,1013,79,44,0,19,9.2,17.34,2.9,40,27
16.5,14.7,18.1,12.6,1017.2,78,85,0,5,0,2.79,2.4,60,24.2
14.3,13.7,16,9.1,1019.7,71,87,0,0,1.6,8.15,1.1,80,34.9
12.5,10.3,14.1,10.3,1017.5,87,89,17,1,0,1.13,1.1,10,33
10.6,8.6,12,6,1020.8,74,90,0.6,0,0,5.04,1.3,10,31
11.3,10.6,11.7,8.9,1020.9,85,89,3.2,13,0,2.59,0.1,70,46.1
13.2,11.4,14.7,12,1017.6,93,93,0,9,0,3.37,0.4,50,29.1
15.2,14,18,14,1015.6,93,100,0,0,0,5.25,0.9,30,12.2
14.7,13.8,15.8,13.1,1016.3,90,95,0,5,0,3.17,1,40,20.4
13.1,12.2,13.9,11.6,1017.7,91,100,2,0,0,1.7,3.5,20,27.3
13.8,12.2,15.6,10.5,1019.4,81,91,0.9,9,0,4.84,0.4,20,16.5
14.9,13.8,16.8,12.1,1019.3,84,88,0,15,0,6.15,2.2,60,27.4
15.4,14.3,17.7,8.3,1018.9,64,82,0,2,1.1,9.43,2.9,50,32.1
17.4,15.3,20.6,11.5,1017.8,69,60,0,0,4,13.62,2.4,40,18.8
18.8,16,22.6,15,1016.1,79,63,0,5,6.2,14.22,2.5,40,14.5
18.9,17,22.4,15.5,1016.3,81,67,0,8,9.3,19.17,4,50,28.5
18.6,16.5,22.6,13.9,1017.7,75,78,0,6,4.1,13.97,3,60,30.5
20.4,18.3,24.5,16.8,1016.1,80,54,0,10,7.9,18.26,3.3,40,17.3
21.6,17.3,26.9,16.3,1014,73,23,0,5,10.8,22,4.5,40,10.8
21.2,19.1,24.9,17.9,1014.6,81,72,0,4,3.4,10.72,2.7,50,19.5
18.3,17.1,21.1,13.6,1017.5,75,77,0,15,4.7,12.53,2.5,70,23
18.1,15.3,21.9,13.7,1018.5,76,64,0.1,24,7.5,17.79,4.1,60,29.3
16.9,15,20.1,11.2,1019.7,69,76,0,17,7,17.68,3.7,50,35.5
16.7,15.1,18,11.4,1017.8,71,82,0,8,3.4,11.73,3.1,60,34.6
19.1,17.3,22.4,15.3,1014.9,79,87,0.1,6,1.8,12.78,2.5,40,18.4
19.8,15.8,23.9,14,1016.7,72,66,0.5,0,9,18.99,4.7,20,26
15.5,13.1,17.9,10.9,1020.4,75,87,2.3,4,0.9,8.27,2.9,60,33.1
15.7,12.5,17.4,9.1,1021.8,66,88,2.4,2,0.2,5.33,2.5,70,36.3
16.9,15,19,10.4,1021.7,66,88,0.1,11,0.4,6.56,2,30,27.5
17.5,15.9,20.6,12.8,1019.9,74,87,0,19,1.2,10.09,3.4,70,26.4
19.1,16.9,23.2,15.2,1017.8,78,51,0,18,8.9,19.64,1.7,70,21.4
20.7,17.2,25.3,16.9,1015.6,80,38,0,10,10.3,20.47,3.8,20,7.1
22.4,19.8,26.5,18.2,1014.6,79,48,0,4,7.7,18.12,3.6,40,12.2
19,14.9,22.5,15.1,1017.9,78,66,0,5,0.6,5.29,4,20,28.5
15.9,12.9,20,5.5,1022.3,50,85,0,0,4.5,15.57,5.6,20,32.8
16.2,14.5,18.1,6.5,1021.6,53,91,0.7,0,0,6.01,2.1,70,37
15.4,14.2,16.6,11.3,1017.4,78,92,2.2,0,0,3.01,1.1,60,46.5
16.7,14.9,17.9,16,1013.4,96,99,11.1,0,0,4.21,0.7,40,26.4
20,17.6,22.2,19.2,1011.3,96,94,0,0,0.1,6.65,1.1,30,12.5
22.9,20.5,27.4,21,1011.9,90,60,0,0,10,22.1,4.1,40,11.1
19.7,16.1,23.3,16.2,1017.4,80,79,0,2,3.2,6.17,3.9,20,24.5
16,14.4,18.3,10.6,1021.5,71,88,0,1,0.1,9.86,3.2,50,26.2
16.8,14.9,19.7,11,1021.8,69,86,0,12,3.1,12.65,4,20,24.7
17.4,14.6,21.6,9.8,1023.2,62,84,0,7,5.1,16.85,5.1,20,26.1
17.8,16.3,21.8,10,1022.9,61,84,0,7,4.5,14.97,3,80,34.8
15,13.6,16.9,9.5,1022.7,70,86,0.8,5,0,4.41,1.5,20,23.6
16.9,14.1,21,8.4,1022.2,58,84,0,0,3.7,15.41,3.4,30,22.6
18,15.2,20.8,7.4,1022.4,50,84,0,2,1.7,11.36,3.1,60,21.9
18.1,16.7,21,7.5,1020.9,51,88,0.2,0,0.9,9.63,3.2,70,35.5
18.9,16.4,22.4,7.7,1018.5,50,74,0,0,4.7,15.85,3,60,26.5
20.5,16.9,26,14.6,1016.5,70,21,0,0,11.2,25.24,4.8,50,19.3
22,19,27.4,16.4,1014.8,72,20,0,7,10.7,24.34,5.1,50,11.5
22.2,19.4,26.7,17.8,1013.6,77,41,0,0,9.3,20.23,3.6,220,5.3
19.7,18.4,21.9,16.7,1016.8,83,92,0,9,0,3.36,1.7,80,25.6
18.9,17.7,20.5,14.1,1018.9,74,90,0,3,2.5,14.01,4.3,90,37.4
19.6,17.4,23.7,12.7,1018,66,65,0,0,6,17.78,3.5,70,30.7
21.8,18.9,27,17.4,1016.8,77,41,0,0,10.6,22.64,3.9,50,13.9
23.1,19.6,28.4,17.6,1017.3,73,16,0,0,10.2,20.25,5.4,30,5
22.5,20.2,27.1,18.2,1019.4,77,60,0,0,6.5,19.05,2.4,80,23.3
23.4,20.6,29.7,19,1018.1,77,41,0,7,9.2,22.93,5.5,50,14.4
23.8,20.6,29.1,19.3,1015.3,77,24,0,3,11.2,23.36,4.6,220,17.2
22,20.5,25.8,16.8,1017.8,73,76,0,17,6.6,18.03,5,70,35.5
23,20.2,28.5,15.4,1016.7,64,64,0,0,5.7,17.71,3.4,60,16.8
24.1,21,29.6,19.1,1012.7,75,36,0,0,9.2,19.34,3.9,170,8.5
24.4,22,29.4,20,1010.3,77,64,0,2,6.2,16.82,3.4,220,8.3
25.1,22.7,28.2,21.6,1010,82,63,0,1,5.4,17.6,4.1,230,16.7
24.8,22.9,28.1,23.3,1008.7,91,92,26.7,0,0.9,7.21,5.1,230,20.7
23.6,21.7,27,19.2,1010.1,77,81,0,1,1.9,11.68,3.7,50,15.3
23.6,21.3,27.5,16.1,1014.4,64,38,0,1,9,22.41,5.2,80,26.6
21.8,20.5,24.6,17.4,1016.8,77,80,0,0,3.6,13.44,3.2,70,34.2
23.1,21,27.1,19.5,1014.7,81,73,0,0,8.2,22.23,4.1,70,23.7
24.1,21.7,28.2,20,1011.6,79,67,0.2,0,6,18.61,2.9,40,11.5
20.9,19.7,23.2,18.1,1014.1,85,84,2.3,4,0,3.21,2.9,40,22
23.1,19.7,28.4,11.6,1014.6,50,32,0,0,11,25.85,5.4,50,14
24.1,20.9,28.9,17,1012.8,65,31,0,1,10.9,23.47,4.8,10,7.1
24.2,21.7,28,17.6,1010,68,48,0,0,10.9,22.95,6,220,12.5
25.9,23.4,29.1,21.4,1007.8,77,67,0,2,8.2,20.12,3.3,240,22.9
25.1,23.6,27.6,22.8,1010,87,89,0.4,10,0.1,7.95,1.4,100,18.4
23.1,22.5,23.9,21.9,1011.6,93,95,6.3,5,0,3.72,1.5,90,25.6
24.9,23.2,27.1,22.4,1010.7,86,85,0.1,3,0.4,9.31,1.4,170,8.3
25.9,24.1,28.4,23.3,1010.5,86,81,0,0,1.1,11.32,2.5,160,9.1
26.8,25.1,29.8,23.7,1009.5,83,83,0,0,3.9,17.03,4.9,160,12.9
27.3,25.9,30.7,23.1,1009.3,78,83,0,0,3.8,15.59,3.7,170,11.8
24.7,23.1,26.7,22,1010.5,85,86,0.7,3,2.4,13.48,3.2,40,16.8
23.6,22.5,24.8,21.8,1011,90,91,0,1,0.2,8.99,2.9,50,19.2
26.5,23.8,30.2,23.5,1009.7,84,76,0,5,4.2,15.43,4.3,180,14.3
27.6,25.4,31.3,23.7,1008.6,80,78,0,0,6.5,19.85,4.5,140,11.3
26.9,25.5,29.5,23.7,1008.5,83,82,0,0,7.2,19.45,4.7,110,14
27.3,25.3,30.5,24.1,1007.5,83,63,0,0,7.9,20.66,4.5,60,13.3
28.5,26.2,32.9,23.7,1006.5,76,64,0,0,7.6,19.55,5.6,200,11.5
29.3,27.5,33,25.2,1006.2,79,74,0,0,6.9,19.56,4.1,220,17
29.5,27.7,32.5,25.3,1007.7,79,75,0.2,0,5.7,18.08,5.2,220,14.9
26.9,24.8,28.8,24.7,1009.7,88,85,33.5,4,0.6,8.08,2.6,200,14.3
25,23.4,28.1,23.4,1012.4,91,89,14.5,1,1.3,9.92,2.4,80,35
24.4,23.6,25.1,23.1,1014.2,92,89,2.9,8,0,7.02,1.3,90,29.7
25.5,23.5,28.7,23.8,1012.7,91,91,7.5,4,2.1,10,2.3,40,9.8
23.4,22.4,24.7,21,1011.2,86,86,0.3,0,0.1,5.01,2.1,80,22.5
24.7,22.1,28.9,18.5,1010,70,63,0,0,8.9,25.66,5.2,60,28.2
25.8,23.6,29.6,21.8,1010,79,68,0,0,10.1,23.81,2.8,60,24.5
27,24.6,30.6,23.5,1008.3,82,70,0,0,10.4,24.74,5.1,50,14.9
26.1,24.6,29.6,24.2,1006.9,89,83,42.8,0,1.7,13.54,3.8,70,14.3
25.2,23.2,26.8,24.2,1005.9,94,90,69.8,0,0,3.19,1.6,160,20.3
24.2,23.2,26.4,21.6,1007.3,86,91,9.3,0,1,12.06,3.6,20,12.4
22.5,19.8,24.7,19.6,1009.4,84,88,4.9,2,0,7.26,1.7,20,19.5
23,21,24.7,19.9,1010,83,88,0.3,16,0.1,7.62,2.6,20,18.4
25.5,22.7,29.6,19,1009.1,67,59,0,12,8.8,23.33,5.2,20,11.3
26.7,24.2,30,20.7,1007.1,70,56,0,15,6.1,17.16,4.1,20,6.2
27.4,24.5,30.2,19.9,1006.5,65,23,0,14,11,23.23,6,210,9.7
26.9,25.3,29.4,22.8,1010.6,79,51,0,21,9,22.14,6.5,100,23.7
25.8,23.7,29.7,19.7,1011.6,70,28,0,4,10,25.92,6.1,90,25.3
26.7,23.3,32.5,19.7,1007.4,67,42,0,4,11.9,25.4,6.7,40,18
27.9,25.6,31.3,22.4,1006.6,73,40,0,2,10.8,23.05,4.9,220,16.1
28.1,26.1,31.5,24.3,1009.4,80,63,0,9,6.3,16.93,4.4,190,10.4
28.1,26.7,31,23.2,1009.6,75,68,0,0,7.9,19.93,5.1,200,11.3
28.8,27.1,31.6,24.6,1008.8,79,77,0,0,4.7,17.6,4.8,180,18.8
29.4,27.8,32.6,25.1,1009.2,78,70,0,0,6.4,16.82,5,200,16.3
29.5,28.2,31.3,24.9,1008.6,77,74,0,0,4.6,14.86,4.6,210,19.5
29.6,28.5,31.8,24.8,1007.1,76,67,0,0,8,20.9,5.6,220,26.6
29.7,28.2,32.2,25.4,1006.5,78,70,0,0,6.3,20.29,4.9,210,20
30,26.1,34.5,25.2,1006.2,76,59,2.8,0,6.1,17.61,4.7,160,17.9
29.6,27.1,33.4,24.4,1003.9,74,70,0,0,9.7,20.7,5,120,8
29,27,32.2,25,1004.9,80,84,11.6,0,4.2,16.59,2.9,210,15.8
27.6,24.9,29.5,24.8,1007.6,85,88,28.4,0,2.5,10.69,2.5,200,12.3
28.7,26.7,31.7,25.3,1007.9,82,75,5.9,0,4.5,15.82,3.7,200,15.7
29.5,28.4,31.7,25.4,1007.1,79,80,2.4,0,4.9,14.44,5.2,200,26
29.5,27.7,32.2,25,1005.9,77,74,2.4,0,4.3,15.88,4.1,200,27.9
26.6,24.9,28.4,25.6,1005.1,94,87,75.2,0,1.1,5,1.2,150,18.3
27.3,26.1,29.9,26.2,1006.2,94,91,77.5,0,1.1,7.34,0.9,150,28.1
29,27.1,32.5,25.5,1005.8,82,66,1.2,0,7,20.65,3.5,140,22.5
29.2,27.5,32.4,25.6,1004.5,82,59,0,0,10.5,26.61,7.5,120,12.4
29.9,27.6,33.5,24.8,1004.2,75,39,0,0,10.5,25.53,6.8,50,11.8
29.1,26.4,33.2,25.2,1002.1,81,67,8.3,0,5,17.3,5.7,50,38.9
26.6,25.4,28.6,25.3,997.8,93,89,41.4,0,0.6,6.95,1.8,110,55.8
28,26.5,29.5,25.4,998.9,86,88,0,0,0.3,6.44,2.4,130,46.7
28.4,26.9,31.1,25.5,999.8,84,72,0.6,0,5.2,16.32,5.1,130,17.4
29.1,27.1,32.2,24.7,1000.3,78,64,0,0,10.7,24.16,3.6,230,19.8
28.8,28,29.5,25.2,1002.8,81,85,0,0,0.6,9.43,3.8,230,17.8
29.4,27.9,31.7,25.3,1003.8,79,85,0,0,4.7,17.13,6,220,18.3
26.4,24.7,29,25.3,1004.5,93,94,106.6,0,0.1,4.03,2.5,210,17.5
26.5,24.6,28.9,25.4,1005.7,93,94,76.5,0,0,2.97,0.8,180,31.2
27.5,24.9,30.5,25.3,1007.6,88,86,5.3,0,0.9,11,0.5,170,27.3
28.2,26.3,29.8,25.5,1008.9,86,74,11.2,0,2.2,10.12,5.1,170,22
29,27.4,31.6,25,1008.2,80,53,0,0,9.3,20.83,5.5,190,18.2
29.3,27.8,32.4,24.6,1007.9,76,46,0,0,9.4,23.53,6.3,220,17.6
29.7,27.7,32.8,24.6,1009.1,75,33,0,0,10.5,26.19,6.3,220,17.7
29.7,27.7,32.7,24.6,1007.7,75,26,0,0,12,28.03,7.7,230,18.4
29.7,28,32.9,24.2,1004.7,73,39,0,0,11.7,28.33,6.7,230,22.2
30,28.2,32.7,24.5,1004.1,73,42,0,0,11.2,27.31,6.8,220,23.7
30.2,28.4,32.9,25.3,1004.5,76,59,0,0,10.9,26.34,6.8,230,23.5
29.8,28.2,32.1,25.5,1003.6,78,67,0,0,8.1,21.01,6.1,240,20.4
29.8,27.6,32.9,25.3,1002,77,72,0,5,7.2,19.31,7.1,240,10.6
28.9,27.1,31.1,26.1,1001.3,85,88,33.2,12,1.3,9.21,1.3,230,10
27.6,26.6,28.9,25.6,1001.6,89,88,10.9,2,0.1,6.16,4,50,13.4
27.4,26,30,26,1002.1,92,80,21.8,0,3.5,14.48,3,60,24.2
27.1,25.9,28.7,25.5,1002.2,91,87,12.4,0,1.5,9.51,2.5,60,19.8
26.5,25.2,28.3,25.2,1002.2,93,87,34.9,0,0.3,7.98,5.2,220,18.4
26.8,24.6,28,24.8,1001.9,89,88,60.5,0,0,4.08,1.1,250,36.5
28.2,27.1,29.9,25,1000.1,83,82,0.2,0,2.7,13.77,4.6,230,22.3
27.9,25.6,30.9,25.1,999.5,85,84,4.3,5,2.9,14.11,2.8,290,23.5
27.4,25.6,30,24.8,1000.4,86,86,5.6,1,2.4,11.54,3.9,180,9.1
27.3,25.9,28.6,24.9,1002,87,89,15.2,0,0,4.62,2.3,220,21.9
28.6,26.7,31.2,24.5,1004.6,79,68,0,0,8.5,21.37,5.1,220,14.8
29.5,26.5,32.9,25.7,1006.1,81,64,4.2,0,7.4,23.92,5.4,200,17.9
29.6,27.8,32.5,24.8,1007.3,76,43,0,0,10.3,23.5,5.5,210,11.4
29.5,27.3,32.2,25.2,1007.5,78,30,0,0,12.2,27.13,7.4,230,14.8
30.3,28.3,33.4,26,1006.8,78,51,0,0,10.7,24.01,5.5,220,19.4
29.8,27.8,33.1,25.1,1007.4,76,48,0,0,10.1,23.92,6.2,110,10.8
30.2,28.2,33.9,25.4,1007.1,76,35,0,0,10.4,26.11,5.7,50,15.9
30.1,27.5,33.7,24.3,1004.5,72,49,0,0,9.1,22.91,7.9,40,27
28.2,25.9,30.1,25.8,1002.8,87,86,12.4,0,1.7,10.84,5.2,100,35.2
28.3,26.6,31.7,25.5,1004.3,85,78,0,0,4.6,16.59,4.2,70,22.6
29.2,27.1,32.5,25.3,1004.9,80,60,0,0,10.1,25.82,6.5,50,14.2
29.5,26.8,33.7,24.5,1005.5,76,39,0,0,10.9,25.8,6.5,200,7.1
29.5,27.3,32.9,24.1,1006.7,73,23,0,0,11.5,26.72,7.2,230,15.6
29.5,27.2,32.6,24.1,1005.8,73,22,0,0,11.3,26.73,6.3,270,20.5
29.9,27.3,34.2,25,1002.9,75,39,0,0,10.8,25.24,6.2,220,14.3
30.1,27.8,33.5,24.9,1001.1,74,55,0,0,7.1,18.14,7,210,8.5
30.2,28,33.2,24.9,1000.2,74,45,0,0,11.4,26.83,6.7,220,14.5
30.9,28.6,35,25.7,1002.1,75,62,0,0,10.5,24.4,7.7,210,13.8
29.2,25.6,31.1,25.2,1004.3,79,77,22.1,0,5.4,14.88,3.9,210,15.7
28,26,31.5,25.4,1004.5,86,86,9.9,0,1.1,9.9,2.9,150,12.4
26.8,25.2,28.3,25.3,1005.8,92,85,60.5,0,0.1,5.46,3.2,180,20.5
28.7,26,32.2,25.4,1007.9,83,67,17.9,0,6.1,20.98,4.9,180,16.2
29.4,27.6,32,25.2,1008,78,65,0,0,9.1,21.23,5,180,12.8
29.6,27.9,32.9,24.5,1008.8,75,53,0,0,9.3,22.87,6,220,14
29.6,28,32.8,24.3,1010.6,74,59,0,0,8.9,20.7,5.6,210,12.4
29.7,27.9,31.9,25,1011,76,45,0,0,8.9,22.02,5.8,220,11.3
29.3,28.1,32.3,24.9,1009.9,78,35,8.5,0,9.8,21.94,5.1,210,10.9
28.7,27.2,30.5,25.1,1009.4,81,42,10.1,0,7.2,16.87,3.7,180,11.6
29.2,27.1,32.5,25.2,1010,80,53,0,0,9.3,24.26,5.6,120,9.8
29.6,27.8,33,25.5,1010.9,79,61,0,0,8.6,22.2,5.5,50,14.5
29.2,25.6,33,25.2,1011,80,45,3.7,0,10.3,25.33,6.4,100,15.5
29.5,28.1,32.5,25.5,1009.8,80,50,0,0,7.3,18.32,4,110,7.9
