age,player_height,player_weight,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,DR&DN
24,200.66,113.398,2,50,73,12.1,5.6,1.6,-8,0.064,0.154,0.188,0.534,0.092,80
20,205.74,99.79024,1,8,78,10.8,4.5,1.3,-2.5,0.052000000000000005,0.14300000000000002,0.209,0.49700000000000005,0.078,8
31,195.58,101.151016,2,31,81,14.7,5.4,2.9,-3.4,0.089,0.11699999999999999,0.222,0.578,0.154,61
25,193.04,97.52228000000001,2,37,53,3,1,0.8,-6.6,0.034,0.084,0.161,0.496,0.14,67
24,208.28,112.94440800000001,2,37,72,5.3,3.6,0.9,0.2,0.09,0.188,0.155,0.586,0.092,67
21,190.5,76.203456,1,27,67,3.7,1.4,3.3,-8.5,0.027000000000000003,0.10400000000000001,0.175,0.493,0.41600000000000004,27
32,185.42,91.171992,2,34,30,3.1,1.3,1,-4.8,0.036000000000000004,0.102,0.13699999999999998,0.53,0.15,64
28,203.2,99.79024,1,6,82,10.1,4.1,2.1,7.5,0.026000000000000002,0.10300000000000001,0.121,0.589,0.092,6
21,193.04,92.98635999999999,1,25,23,3.2,0.9,0.4,-14,0.034,0.09,0.218,0.455,0.091,25
24,208.28,99.79024,2,32,35,1.5,0.7,0.2,-8.7,0.022000000000000002,0.136,0.134,0.501,0.055,62
33,190.5,88.45044,1,15,76,18.6,3.5,11.6,11.5,0.013999999999999999,0.096,0.228,0.654,0.46799999999999997,15
30,190.5,95.25432,1,2,44,11.3,3.6,3.9,-0.9,0.032,0.121,0.19699999999999998,0.57,0.223,2
27,190.5,78.017824,2,38,82,6.4,2.1,5,-1,0.011000000000000001,0.077,0.133,0.491,0.26,68
30,187.96,92.98635999999999,1,4,74,16.4,2.9,5.4,-4,0.016,0.076,0.215,0.539,0.249,4
29,203.2,98.88305600000001,2,42,75,15.5,3,3.8,3,0.027000000000000003,0.075,0.22,0.54,0.183,72
25,198.12,97.52228000000001,Undrafted,Undrafted,14,3.2,1.5,0.4,-15.9,0.053,0.121,0.16899999999999998,0.512,0.055,Undrafted
29,180.34,77.11064,1,20,42,5.3,1.9,4.4,-5.8,0.013000000000000001,0.081,0.166,0.363,0.29100000000000004,20
24,205.74,113.398,Undrafted,Undrafted,8,0.6,0.8,0,-23.7,0.036000000000000004,0.263,0.185,0.282,0,Undrafted
22,208.28,104.32616,2,33,58,3.3,2.3,0.2,-13.5,0.091,0.163,0.128,0.5870000000000001,0.027999999999999997,63
28,208.28,114.758776,Undrafted,Undrafted,14,3,1,0.1,-12,0.063,0.172,0.25,0.556,0.048,Undrafted
23,205.74,113.398,1,5,81,5.5,5.4,0.5,-8,0.102,0.24100000000000002,0.159,0.518,0.051,5
21,205.74,102.0582,1,17,46,3.9,1.8,0.5,-11.7,0.072,0.10800000000000001,0.161,0.5329999999999999,0.068,17
29,200.66,103.418976,1,9,80,17.5,9.8,1.7,9.9,0.071,0.223,0.192,0.594,0.065,9
23,208.28,108.86208,Undrafted,Undrafted,13,4.5,4.2,0.3,3.6,0.11699999999999999,0.21600000000000003,0.16699999999999998,0.503,0.038,Undrafted
21,200.66,82.553744,1,4,54,9.3,3.4,5.1,-3.9,0.043,0.094,0.174,0.503,0.28300000000000003,4
30,205.74,111.13004,1,3,80,9.9,5,1.4,-4.6,0.07,0.17,0.196,0.524,0.092,3
35,215.9,147.4174,1,1,40,17.3,7.4,2,2.6,0.102,0.209,0.302,0.5670000000000001,0.138,1
26,193.04,81.64656,Undrafted,Undrafted,82,11.1,2.5,2.8,-2.5,0.022000000000000002,0.075,0.183,0.526,0.141,Undrafted
23,193.04,81.64656,1,24,69,12.2,3,4.4,-6.1,0.017,0.097,0.193,0.526,0.237,24
28,200.66,101.604608,2,30,70,5.3,2.6,2.1,-5.7,0.043,0.1,0.134,0.51,0.147,60
31,213.36,113.398,2,54,82,12.3,6.2,0.8,-6,0.066,0.166,0.19899999999999998,0.546,0.045,84
22,208.28,117.93392,Undrafted,Undrafted,11,3.7,2,0.5,-15.9,0.071,0.18600000000000003,0.23399999999999999,0.52,0.088,Undrafted
21,198.12,99.79024,1,18,63,13,2.3,1.4,3.1,0.023,0.084,0.22699999999999998,0.585,0.098,18
23,193.04,86.18248,1,11,42,6,1.2,0.9,-2,0.02,0.081,0.18,0.569,0.1,11
23,182.88,79.3786,Undrafted,Undrafted,33,2.4,0.8,0.7,-5.7,0.040999999999999995,0.115,0.25,0.44,0.24,Undrafted
25,200.66,103.872568,Undrafted,Undrafted,11,1.4,1,0.1,-19.2,0.179,0.138,0.179,0.466,0.038,Undrafted
32,200.66,99.79024,Undrafted,Undrafted,15,3.1,2,0.1,3.7,0.115,0.145,0.159,0.556,0.026000000000000002,Undrafted
29,195.58,99.79024,Undrafted,Undrafted,75,8.4,3.7,1.5,-3.6,0.054000000000000006,0.111,0.13699999999999998,0.569,0.085,Undrafted
23,203.2,115.66596000000001,1,9,59,6.2,3.4,0.4,-2.6,0.111,0.18600000000000003,0.231,0.5589999999999999,0.061,9
22,210.82,106.59411999999999,1,12,56,3.1,2.7,0.2,-1.1,0.106,0.166,0.141,0.57,0.027000000000000003,12
28,208.28,99.79024,1,16,73,13.3,4,3.2,2.7,0.032,0.125,0.21600000000000003,0.528,0.171,16
23,193.04,99.79024,2,54,61,2.9,1.3,0.2,2.6,0.089,0.095,0.16399999999999998,0.5770000000000001,0.043,84
24,205.74,99.336648,1,19,82,12.7,5.1,0.9,-9,0.072,0.163,0.221,0.5920000000000001,0.064,19
30,193.04,95.25432,2,53,76,4,2.1,0.9,2.2,0.032,0.105,0.12,0.486,0.082,83
34,203.2,102.0582,1,3,65,14.4,3.6,2.1,-1.4,0.033,0.11,0.218,0.5820000000000001,0.125,3
30,198.12,100.697424,2,40,61,7.8,2.1,1,5.7,0.026000000000000002,0.11199999999999999,0.18600000000000003,0.5660000000000001,0.09,70
25,193.04,97.52228000000001,2,30,74,28.4,4.6,6,1.6,0.023,0.109,0.307,0.565,0.257,60
24,200.66,97.52228000000001,1,25,72,18.1,7.2,2.6,-4.6,0.061,0.17600000000000002,0.225,0.568,0.12300000000000001,25
32,185.42,86.18248,1,27,64,3,1.1,2,13.4,0.013000000000000001,0.087,0.151,0.491,0.27,27
28,218.44,131.54168,1,25,36,2.3,2.9,0.1,-1.5,0.122,0.192,0.13699999999999998,0.47100000000000003,0.022000000000000002,25
29,210.82,115.66596000000001,2,33,73,4.4,3.5,0.6,-6.1,0.095,0.21600000000000003,0.157,0.523,0.067,63
34,203.2,97.52228000000001,1,13,29,3.7,0.8,0.6,-7.2,0.013999999999999999,0.096,0.187,0.5920000000000001,0.11900000000000001,13
28,213.36,117.93392,1,18,80,2.1,4,0.6,3.3,0.059000000000000004,0.14400000000000002,0.072,0.408,0.034,18
25,203.2,103.418976,1,10,81,7.2,2.6,1,-5.8,0.028999999999999998,0.124,0.17600000000000002,0.502,0.082,10
28,210.82,112.490816,2,52,82,2.5,2.1,0.7,2.9,0.093,0.14800000000000002,0.11900000000000001,0.494,0.102,82
23,190.5,89.357624,1,22,79,12,2.6,5.3,-7,0.008,0.09,0.18100000000000002,0.5710000000000001,0.265,22
25,210.82,115.66596000000001,Undrafted,Undrafted,27,1.2,2.6,0.5,-12.8,0.099,0.248,0.113,0.348,0.076,Undrafted
25,210.82,108.86208,1,11,55,4.1,4.3,1.2,-5.3,0.107,0.12,0.105,0.473,0.08,11
27,185.42,79.3786,Undrafted,Undrafted,82,9.2,2.2,2.5,-3.2,0.013000000000000001,0.10800000000000001,0.237,0.504,0.218,Undrafted
24,200.66,90.7184,2,31,6,8.3,3.3,0.8,-5.8,0.025,0.14800000000000002,0.183,0.525,0.065,61
21,203.2,90.7184,1,18,81,10.4,2.6,1,-8.2,0.043,0.10099999999999999,0.23399999999999999,0.521,0.089,18
25,203.2,104.32616,Undrafted,Undrafted,53,1.6,2,0.3,-0.2,0.106,0.21899999999999997,0.135,0.449,0.075,Undrafted
23,208.28,138.34556,2,48,11,1,1,0.2,-0.3,0.10400000000000001,0.109,0.115,0.491,0.054000000000000006,78
26,203.2,99.79024,2,49,76,6.4,2.3,0.6,7.5,0.027999999999999997,0.11699999999999999,0.16699999999999998,0.51,0.048,79
23,208.28,106.59411999999999,2,41,2,1,1.5,1,-18.6,0.25,0.28600000000000003,0.20199999999999999,0.33299999999999996,0.33299999999999996,71
25,182.88,86.18248,1,20,77,13,3.1,4.3,-1,0.027000000000000003,0.095,0.22699999999999998,0.514,0.242,20
24,210.82,106.59411999999999,2,46,22,1.1,2.2,0.2,-2,0.136,0.289,0.109,0.595,0.057999999999999996,76
27,195.58,86.18248,1,8,59,17.6,3.2,4.4,-4.1,0.024,0.076,0.23800000000000002,0.517,0.203,8
29,190.5,83.91452,1,27,72,12.8,3.3,6.9,-2.8,0.028999999999999998,0.094,0.23600000000000002,0.465,0.379,27
29,210.82,120.20188,1,19,81,6.5,6.1,0.4,-7.8,0.111,0.257,0.177,0.527,0.03,19
30,203.2,98.429464,1,18,71,7.7,5,1.3,0.5,0.04,0.18100000000000002,0.129,0.579,0.078,18
29,190.5,83.91452,2,49,36,6.9,2.7,2.9,-2.5,0.02,0.124,0.154,0.509,0.195,79
38,193.04,86.18248,1,2,68,5.3,1.9,3,-4.7,0.013999999999999999,0.088,0.147,0.45799999999999996,0.217,2
25,200.66,88.45044,1,23,79,6,2.6,1.1,-0.3,0.043,0.125,0.158,0.551,0.10099999999999999,23
24,210.82,113.851592,Undrafted,Undrafted,4,0.8,1.5,0,8.5,0.067,0.278,0.141,0.41200000000000003,0,Undrafted
25,208.28,113.398,1,4,80,11.1,8.5,1.1,0.6,0.134,0.225,0.203,0.508,0.067,4
37,198.12,92.98635999999999,1,17,7,1.9,1.6,1.1,-18.6,0.040999999999999995,0.11900000000000001,0.134,0.355,0.182,17
21,203.2,92.98635999999999,1,19,66,6,4.1,1.4,-4.3,0.038,0.213,0.171,0.489,0.126,19
34,205.74,104.32616,1,4,81,7,4,0.6,3,0.072,0.201,0.193,0.536,0.057999999999999996,4
24,195.58,87.543256,Undrafted,Undrafted,47,2.7,1.1,1,-11.6,0.038,0.126,0.21600000000000003,0.42200000000000004,0.23600000000000002,Undrafted
29,213.36,111.13004,1,9,78,24.6,8.9,3.4,11.1,0.054000000000000006,0.23800000000000002,0.289,0.605,0.16899999999999998,9
41,218.44,117.93392,1,4,75,3.1,6.5,0.2,5.8,0.14300000000000002,0.282,0.084,0.601,0.016,4
24,203.2,90.7184,2,54,6,2.8,1.3,0.3,-3.2,0.081,0.161,0.19,0.48200000000000004,0.071,84
24,190.5,83.91452,1,5,80,10.2,2.5,3.7,14.1,0.027999999999999997,0.083,0.192,0.574,0.22,5
28,195.58,99.79024,Undrafted,Undrafted,58,11.6,4.3,2.6,-0.8,0.038,0.138,0.196,0.5379999999999999,0.14300000000000002,Undrafted
29,203.2,106.59411999999999,1,23,60,6.4,3.6,0.6,3.8,0.053,0.14800000000000002,0.161,0.48700000000000004,0.043,23
29,195.58,100.697424,1,17,75,13.7,4.6,1.5,-2.7,0.054000000000000006,0.102,0.217,0.493,0.076,17
25,195.58,99.79024,Undrafted,Undrafted,8,1.6,0.1,1.1,16.2,0,0.03,0.21899999999999997,0.42100000000000004,0.34600000000000003,Undrafted
23,190.5,92.98635999999999,1,3,80,16.2,3.3,9.3,1.6,0.017,0.091,0.222,0.535,0.40399999999999997,3
32,185.42,95.707912,1,24,82,10.1,1.8,3.3,2.5,0.016,0.063,0.183,0.51,0.183,24
32,195.58,88.45044,1,13,50,8,2.3,2.7,0.4,0.028999999999999998,0.087,0.153,0.586,0.174,13
21,210.82,120.20188,1,1,82,17.6,12.3,1.9,0.7,0.12,0.28800000000000003,0.226,0.619,0.092,1
25,193.04,96.16150400000001,1,5,51,27.4,4.7,7.5,4.3,0.033,0.109,0.33899999999999997,0.583,0.37799999999999995,5
25,213.36,111.13004,Undrafted,Undrafted,28,2.3,1.5,0.2,-6.3,0.11199999999999999,0.14300000000000002,0.23800000000000002,0.35700000000000004,0.045,Undrafted
31,165.1,60.327736,Undrafted,Undrafted,66,14.6,2.1,4.4,-5.9,0.026000000000000002,0.05,0.213,0.5479999999999999,0.24100000000000002,Undrafted
31,213.36,106.59411999999999,2,41,70,5,4.8,0.8,7,0.079,0.223,0.146,0.552,0.063,71
27,190.5,89.357624,2,41,69,6.7,1.6,2.7,1.4,0.021,0.068,0.18600000000000003,0.474,0.207,71
32,208.28,111.13004,Undrafted,Undrafted,79,4.4,4.7,0.9,8,0.122,0.20800000000000002,0.129,0.575,0.075,Undrafted
29,208.28,117.93392,1,12,65,6.1,5.8,0.4,-2.2,0.127,0.237,0.147,0.585,0.036000000000000004,12
23,208.28,121.562656,Undrafted,Undrafted,13,1.5,2.3,0.3,-21.2,0.095,0.315,0.129,0.524,0.105,Undrafted
20,205.74,106.59411999999999,2,36,66,6.1,2.9,0.7,-10.2,0.067,0.163,0.209,0.5,0.086,66
31,210.82,120.20188,1,10,76,7.1,7.4,0.6,11.5,0.14400000000000002,0.212,0.129,0.642,0.034,10
34,203.2,99.79024,1,14,21,2.6,0.8,0.3,2.1,0.032,0.128,0.23800000000000002,0.508,0.10300000000000001,14
28,187.96,99.79024,1,14,63,6.5,1.8,1.7,-8.2,0.02,0.084,0.168,0.501,0.134,14
34,190.5,92.98635999999999,2,43,82,4.2,2.3,4,1.2,0.021,0.094,0.115,0.45799999999999996,0.259,73
24,208.28,114.30518400000001,1,2,67,14.4,11.3,1.2,-2.2,0.126,0.249,0.192,0.5539999999999999,0.06,2
28,203.2,115.212368,1,1,80,20.5,9.3,2.9,0,0.10400000000000001,0.185,0.239,0.581,0.142,1
30,203.2,106.59411999999999,2,38,75,6.6,4.1,0.9,0.9,0.091,0.124,0.12,0.609,0.055999999999999994,68
24,210.82,129.27372,1,4,81,19.5,7,0.8,-6,0.085,0.156,0.258,0.603,0.045,4
35,198.12,90.7184,1,10,64,7.7,3,1.7,-1.1,0.023,0.11599999999999999,0.149,0.542,0.111,10
29,185.42,79.3786,2,37,56,8.4,1.6,1.2,-4.5,0.016,0.10099999999999999,0.222,0.536,0.127,67
25,205.74,100.697424,1,7,13,1.4,1.9,0.3,-42.8,0.08,0.228,0.168,0.308,0.083,7
28,185.42,88.45044,2,39,77,9.4,2.4,5.7,-3.8,0.019,0.085,0.193,0.483,0.318,69
36,200.66,97.52228000000001,1,15,11,2.5,0.8,0.4,-7.8,0.03,0.10099999999999999,0.20800000000000002,0.522,0.085,15
26,203.2,97.52228000000001,2,31,67,10.9,2.7,1.2,1.1,0.018000000000000002,0.098,0.179,0.613,0.079,61
34,193.04,95.25432,1,2,80,13,8.2,9.2,1.8,0.054000000000000006,0.20800000000000002,0.192,0.516,0.405,2
24,200.66,117.93392,1,26,67,5,2.8,0.2,4.6,0.111,0.114,0.18600000000000003,0.518,0.025,26
22,203.2,111.13004,1,27,79,7.6,3.4,0.6,2.1,0.057999999999999996,0.145,0.175,0.561,0.047,27
23,203.2,108.86208,2,49,63,4.2,3.4,0.2,-3.6,0.152,0.22,0.17800000000000002,0.5489999999999999,0.026000000000000002,79
24,190.5,85.275296,1,28,80,18.1,2.7,4,9.7,0.01,0.084,0.23399999999999999,0.595,0.188,28
22,203.2,108.86208,1,1,78,27.3,6.7,6,5.4,0.028999999999999998,0.166,0.309,0.552,0.281,1
24,205.74,108.86208,2,55,54,5.2,4.8,0.6,-2.8,0.11800000000000001,0.204,0.139,0.5329999999999999,0.048,85
28,195.58,83.46092800000001,1,8,70,14.9,3.8,3.7,4.3,0.018000000000000002,0.10400000000000001,0.21600000000000003,0.48,0.162,8
27,208.28,104.32616,1,4,56,15.9,9.8,4.8,1.1,0.055,0.23199999999999998,0.196,0.552,0.193,4
21,210.82,111.13004,1,2,63,9,5,0.4,-2.7,0.125,0.157,0.191,0.5329999999999999,0.03,2
21,182.88,79.3786,1,24,10,5.6,3.1,3.2,18,0.079,0.14300000000000002,0.161,0.556,0.26899999999999996,24
26,200.66,95.25432,2,51,74,14.4,3.5,1.4,-4.3,0.016,0.12,0.212,0.569,0.083,81
25,210.82,122.46983999999999,1,1,41,8.4,6,1.8,2.1,0.092,0.179,0.152,0.573,0.097,1
34,205.74,106.59411999999999,1,10,67,4.6,5.7,0.4,11.5,0.088,0.276,0.12300000000000001,0.531,0.026000000000000002,10
22,205.74,106.59411999999999,1,14,60,3.8,3.1,0.3,-2,0.129,0.19699999999999998,0.172,0.516,0.043,14
28,198.12,99.79024,1,13,77,31.6,5.7,5.4,0.6,0.027999999999999997,0.132,0.33299999999999996,0.58,0.249,13
24,198.12,102.0582,1,16,39,4.9,2.1,1,-1,0.035,0.13699999999999998,0.175,0.536,0.125,16
26,190.5,86.18248,1,7,80,16.6,3.4,6.3,6,0.013000000000000001,0.095,0.21600000000000003,0.5589999999999999,0.29100000000000004,7
27,190.5,88.45044,1,10,66,7.9,1.3,1.7,0.1,0.019,0.055999999999999994,0.19,0.501,0.135,10
36,187.96,88.45044,1,10,52,4.9,0.9,1.8,-2.8,0.013999999999999999,0.061,0.187,0.495,0.225,10
27,203.2,92.98635999999999,Undrafted,Undrafted,54,4.2,3,0.3,1.7,0.083,0.184,0.149,0.5479999999999999,0.040999999999999995,Undrafted
31,210.82,115.66596000000001,1,7,67,2.6,3.2,0.6,-7.1,0.096,0.157,0.106,0.439,0.06,7
24,205.74,102.0582,Undrafted,Undrafted,11,1.5,2.5,0.1,-13.1,0.141,0.192,0.12,0.41200000000000003,0.02,Undrafted
22,198.12,99.79024,1,29,52,4.5,2,1.6,-6.1,0.043,0.12,0.188,0.445,0.188,29
21,190.5,92.98635999999999,1,22,79,6.8,2.1,3.3,-0.3,0.026000000000000002,0.11699999999999999,0.25,0.474,0.34600000000000003,22
23,203.2,102.0582,2,43,13,1.7,0.8,0.4,-22.4,0.027999999999999997,0.114,0.109,0.608,0.069,73
33,210.82,106.59411999999999,1,2,70,11.2,11.7,3.2,3.2,0.08,0.3,0.159,0.519,0.13699999999999998,2
25,187.96,90.7184,1,13,45,4.9,0.8,1.3,-12.7,0.022000000000000002,0.067,0.237,0.49700000000000005,0.223,13
32,208.28,114.758776,2,37,56,7.3,3.4,1,-8.6,0.07,0.154,0.22699999999999998,0.47100000000000003,0.099,67
29,198.12,92.98635999999999,2,57,75,16.5,4.4,3.5,13.6,0.036000000000000004,0.153,0.265,0.609,0.223,87
32,200.66,115.66596000000001,2,44,65,3,2.7,1,-7.3,0.069,0.18899999999999997,0.155,0.46,0.135,74
23,208.28,111.13004,Undrafted,Undrafted,6,5.2,2.5,0.8,-4.6,0.076,0.11800000000000001,0.151,0.501,0.078,Undrafted
29,208.28,115.66596000000001,Undrafted,Undrafted,60,4,2,0.3,5.9,0.076,0.138,0.207,0.44299999999999995,0.040999999999999995,Undrafted
27,187.96,79.3786,Undrafted,Undrafted,41,4.1,0.7,1.3,-1.1,0.006,0.069,0.185,0.5379999999999999,0.205,Undrafted
24,190.5,83.91452,1,24,80,10.9,3.2,2.4,2.5,0.016,0.115,0.184,0.584,0.155,24
22,205.74,99.79024,1,7,82,18.8,7.1,2.5,6.6,0.055999999999999994,0.157,0.222,0.56,0.115,7
27,203.2,105.23334399999999,2,32,60,11.4,5,4.3,-0.5,0.052000000000000005,0.12300000000000001,0.165,0.551,0.19399999999999998,62
25,215.9,120.20188,Undrafted,Undrafted,11,1.7,2.3,0.1,-4.3,0.098,0.153,0.11699999999999999,0.364,0.013999999999999999,Undrafted
26,185.42,75.749864,1,14,71,11,2.3,5.2,-3.9,0.016,0.078,0.198,0.509,0.276,14
25,200.66,97.52228000000001,1,10,13,3.7,0.8,1,-9.6,0.016,0.071,0.182,0.511,0.157,10
20,185.42,79.3786,2,45,61,4.3,1.1,1.8,2.7,0.028999999999999998,0.093,0.19699999999999998,0.521,0.264,75
31,208.28,104.32616,2,58,47,2.9,1.6,0.3,-3.8,0.066,0.171,0.146,0.7140000000000001,0.067,88
44,213.36,111.13004,1,11,5,2.4,1.6,0.2,11.9,0.063,0.222,0.184,0.43200000000000005,0.034,11
34,190.5,88.45044,Undrafted,Undrafted,53,3.8,1.4,2.5,-8.3,0.011000000000000001,0.088,0.133,0.48100000000000004,0.22899999999999998,Undrafted
24,200.66,83.91452,1,26,80,20.2,4.3,2.2,-3,0.027999999999999997,0.11900000000000001,0.23,0.614,0.10800000000000001,26
29,205.74,111.13004,Undrafted,Undrafted,67,8.5,4.9,1.9,3.5,0.03,0.175,0.155,0.503,0.099,Undrafted
20,187.96,81.64656,1,26,72,4.4,1.7,1.9,1.7,0.025,0.106,0.163,0.515,0.204,26
27,198.12,93.89354399999999,1,26,79,8.5,3.3,3.2,-3.5,0.026000000000000002,0.121,0.155,0.5529999999999999,0.196,26
24,180.34,74.84268,Undrafted,Undrafted,47,3.3,0.8,0.7,-1.5,0.026000000000000002,0.089,0.223,0.46799999999999997,0.16699999999999998,Undrafted
26,195.58,98.88305600000001,1,23,82,11.2,2.6,2.7,-1.9,0.025,0.078,0.174,0.542,0.139,23
25,200.66,102.0582,1,16,79,6.4,3.1,0.6,2.7,0.05,0.17300000000000001,0.17300000000000001,0.564,0.053,16
27,215.9,115.66596000000001,1,9,43,2,3.9,0.3,-2.9,0.10300000000000001,0.191,0.089,0.467,0.027000000000000003,9
31,208.28,102.0582,1,1,65,8.5,6.2,0.8,-0.1,0.097,0.22,0.18600000000000003,0.51,0.055,1
25,190.5,95.25432,Undrafted,Undrafted,77,8.7,1.7,5,2.6,0.015,0.088,0.195,0.588,0.397,Undrafted
26,200.66,106.59411999999999,1,10,57,25,4.2,4.4,-4,0.027000000000000003,0.095,0.285,0.5579999999999999,0.21600000000000003,10
31,215.9,127.00576000000001,2,36,41,1.9,1.6,0.1,-13.2,0.08,0.17600000000000002,0.18600000000000003,0.43700000000000006,0.023,66
28,210.82,117.93392,1,17,69,19.4,9.6,2.4,-0.5,0.07,0.23600000000000002,0.284,0.5,0.128,17
23,200.66,88.45044,Undrafted,Undrafted,6,1.3,0.3,0,-5.6,0.071,0.067,0.142,0.667,0,Undrafted
32,193.04,86.18248,2,37,38,4.3,1.6,3.3,-7.5,0.024,0.087,0.156,0.423,0.276,67
30,210.82,113.398,1,21,75,4.3,8.1,0.8,-1.3,0.161,0.248,0.099,0.513,0.049,21
31,185.42,81.64656,1,7,61,10.9,2.3,5.3,1.9,0.012,0.073,0.182,0.54,0.275,7
29,187.96,81.64656,1,10,81,16.7,2.9,5.2,10.4,0.018000000000000002,0.079,0.214,0.5870000000000001,0.244,10
26,198.12,102.0582,1,5,51,16,5.1,3.4,2.7,0.046,0.126,0.221,0.512,0.153,5
32,198.12,98.88305600000001,1,3,67,12,2.2,2.8,7.3,0.028999999999999998,0.079,0.244,0.537,0.195,3
31,205.74,113.398,1,29,56,1.1,1.6,0.2,0.4,0.096,0.129,0.076,0.547,0.031,29
22,208.28,111.13004,1,23,61,4.2,2.9,0.2,4,0.111,0.185,0.174,0.5870000000000001,0.027000000000000003,23
27,200.66,95.25432,1,29,70,18.9,6.8,1.8,9.7,0.065,0.16899999999999998,0.251,0.5479999999999999,0.088,29
31,210.82,114.758776,1,5,76,22.4,12.8,4.1,-0.5,0.077,0.308,0.276,0.546,0.19,5
29,205.74,108.86208,1,1,2,9.5,10,0.5,-4.4,0.098,0.24600000000000002,0.17300000000000001,0.446,0.023,1
29,200.66,111.13004,1,22,62,5.3,6.1,1.2,-5.8,0.10800000000000001,0.21600000000000003,0.136,0.49200000000000005,0.085,22
22,208.28,127.00576000000001,1,27,72,4.5,5.2,1.3,-4,0.083,0.195,0.124,0.518,0.095,27
32,210.82,124.7378,1,15,18,1.2,1.7,0,-3.4,0.121,0.209,0.159,0.40299999999999997,0,15
23,195.58,99.79024,Undrafted,Undrafted,41,7.1,2.3,0.7,-9.9,0.04,0.11,0.187,0.5720000000000001,0.068,Undrafted
27,187.96,86.18248,Undrafted,Undrafted,48,4.8,0.9,1.9,-2.2,0.006,0.063,0.163,0.52,0.184,Undrafted
27,195.58,97.52228000000001,2,43,59,5.1,1.6,1,2.6,0.021,0.095,0.151,0.546,0.094,73
24,203.2,95.25432,1,6,55,13,6.2,2.3,-2.2,0.072,0.128,0.157,0.586,0.10800000000000001,6
34,205.74,113.398,1,5,80,9.7,5.9,1.6,3,0.077,0.184,0.191,0.517,0.105,5
25,203.2,108.86208,2,40,41,2.6,1.1,0.4,-13.1,0.053,0.11699999999999999,0.19399999999999998,0.441,0.085,70
26,193.04,86.18248,Undrafted,Undrafted,29,5.2,2.3,3.1,-2.5,0.027999999999999997,0.124,0.17300000000000001,0.483,0.24600000000000002,Undrafted
28,203.2,104.32616,1,27,18,2.2,1.3,0.1,-5.8,0.045,0.153,0.195,0.386,0.011000000000000001,27
23,200.66,99.79024,1,20,9,1.7,0.9,1.3,-2.3,0.031,0.09,0.114,0.545,0.293,20
28,190.5,74.389088,1,17,81,9.6,2,1.5,-3,0.017,0.085,0.204,0.516,0.11199999999999999,17
21,205.74,106.59411999999999,1,17,72,16.4,8.6,3.3,-4.2,0.073,0.20600000000000002,0.239,0.506,0.157,17
24,205.74,102.0582,Undrafted,Undrafted,37,3.1,2.4,0.6,-16.7,0.072,0.18899999999999997,0.168,0.52,0.1,Undrafted
23,208.28,104.32616,Undrafted,Undrafted,26,5,4.4,0.1,-7.6,0.171,0.22899999999999998,0.174,0.5660000000000001,0.01,Undrafted
22,182.88,82.10015200000001,2,46,49,1.9,0.8,1.7,2.1,0.021,0.092,0.141,0.41100000000000003,0.26899999999999996,76
25,200.66,117.93392,1,26,82,7.9,5.3,0.6,5.2,0.12,0.175,0.166,0.5760000000000001,0.042,26
27,198.12,102.0582,1,5,82,21.8,5.4,3.1,-4.1,0.028999999999999998,0.131,0.258,0.5539999999999999,0.149,5
28,198.12,104.32616,2,41,70,7.6,3.2,1.1,-8,0.048,0.133,0.179,0.504,0.087,71
29,185.42,83.91452,2,39,78,10.7,2.9,6.8,-10.1,0.021,0.087,0.188,0.517,0.359,69
29,182.88,83.007336,Undrafted,Undrafted,14,2.7,1.6,1.6,-10.4,0.007,0.16,0.14,0.5429999999999999,0.297,Undrafted
30,185.42,79.3786,2,37,78,7.5,2.1,1.9,9.2,0.016,0.11699999999999999,0.19399999999999998,0.534,0.182,67
36,198.12,90.7184,1,10,47,3.7,2.8,1.5,7.4,0.023,0.145,0.11,0.473,0.105,10
25,210.82,129.27372,1,4,59,13.2,4.7,0.5,-15,0.085,0.124,0.24100000000000002,0.578,0.04,4
31,203.2,106.59411999999999,2,38,78,5.9,4.3,1.2,9.7,0.074,0.14300000000000002,0.11900000000000001,0.57,0.079,68
29,203.2,115.212368,1,1,8,17.6,8,2,-16.5,0.088,0.172,0.252,0.523,0.10300000000000001,1
25,208.28,115.66596000000001,1,2,82,13.8,10.7,0.9,-4.6,0.10800000000000001,0.262,0.201,0.5529999999999999,0.044000000000000004,2
37,200.66,97.52228000000001,1,15,16,2.4,0.8,0.6,-7.3,0.011000000000000001,0.085,0.17300000000000001,0.561,0.141,15
35,190.5,92.98635999999999,2,43,22,1,0.9,1.9,-10,0.013999999999999999,0.059000000000000004,0.087,0.231,0.213,73
32,210.82,120.20188,1,10,72,6.1,7.5,0.9,5.9,0.141,0.21,0.11199999999999999,0.645,0.052000000000000005,10
32,165.1,60.327736,Undrafted,Undrafted,36,5.1,0.9,2.7,-6.6,0.017,0.052000000000000005,0.19,0.467,0.27,Undrafted
33,208.28,111.13004,Undrafted,Undrafted,82,4.8,5.2,1.2,1.1,0.109,0.201,0.109,0.615,0.09,Undrafted
32,213.36,106.59411999999999,2,41,63,3.3,3.2,0.4,-5.3,0.071,0.21100000000000002,0.172,0.41600000000000004,0.051,71
