age,player_height,player_weight,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,DR&DN
29,210.82,113.398,1,8,76,12.2,5.7,1.2,-0.8,0.098,0.139,0.23800000000000002,0.48100000000000004,0.072,8
35,193.04,86.18248,2,47,43,4.7,1.5,1.1,0.1,0.007,0.1,0.187,0.424,0.12,77
28,177.8,75.296272,2,47,24,4.4,1,2.3,-8.1,0.021,0.082,0.225,0.49,0.37799999999999995,77
24,182.88,80.73937600000001,1,23,38,3.4,0.8,1.2,-5.2,0.012,0.066,0.14800000000000002,0.51,0.157,23
25,198.12,111.13004,Undrafted,Undrafted,62,8.3,2.8,1.2,-6.5,0.037000000000000005,0.093,0.184,0.444,0.082,Undrafted
33,205.74,113.398,1,11,76,9.6,9,0.6,3.8,0.11599999999999999,0.21,0.16,0.515,0.033,11
38,198.12,95.25432,2,35,15,1.3,0.9,0.3,-19,0.027000000000000003,0.10400000000000001,0.16,0.252,0.059000000000000004,65
25,185.42,77.11064,Undrafted,Undrafted,75,4.8,1.4,2.2,-5.1,0.040999999999999995,0.075,0.22,0.42700000000000005,0.26899999999999996,Undrafted
26,213.36,106.59411999999999,1,29,45,0.6,1.2,0.1,-1.1,0.088,0.15,0.135,0.23800000000000002,0.038,29
28,180.34,83.46092800000001,1,23,77,11.9,2.9,6.1,2.1,0.018000000000000002,0.083,0.193,0.517,0.34,23
33,215.9,117.93392,1,26,81,12,8.3,2.9,5.4,0.096,0.205,0.2,0.536,0.14300000000000002,26
32,203.2,92.98635999999999,1,9,66,4.7,2.4,1.5,2.8,0.062,0.093,0.139,0.511,0.131,9
27,208.28,122.46983999999999,Undrafted,Undrafted,34,2.2,1.4,0.1,0.9,0.043,0.113,0.153,0.39899999999999997,0.015,Undrafted
22,208.28,113.398,Undrafted,Undrafted,7,4.6,1.3,0.3,3.3,0.026000000000000002,0.16,0.337,0.528,0.087,Undrafted
24,203.2,131.088088,1,6,70,5.7,4.3,0.9,-3.7,0.12,0.175,0.18100000000000002,0.521,0.088,6
32,187.96,86.18248,Undrafted,Undrafted,74,6.5,1.9,4,-4.4,0.025,0.094,0.213,0.493,0.375,Undrafted
30,208.28,106.59411999999999,1,11,79,5.2,3.7,1.6,2.1,0.068,0.149,0.141,0.489,0.124,11
21,200.66,89.357624,1,21,7,4.6,1,1.6,21.1,0.015,0.083,0.22899999999999998,0.49200000000000005,0.23399999999999999,21
31,200.66,109.769264,1,24,82,9.6,4,3.2,6.1,0.04,0.11599999999999999,0.162,0.562,0.168,24
29,193.04,86.18248,Undrafted,Undrafted,22,2.1,1,1.4,-3,0.026000000000000002,0.091,0.166,0.38,0.287,Undrafted
23,198.12,83.91452,1,7,78,18.1,3.1,2.9,-7.2,0.034,0.076,0.281,0.508,0.172,7
30,200.66,115.66596000000001,Undrafted,Undrafted,55,4.6,3.4,0.5,3.5,0.133,0.17300000000000001,0.174,0.568,0.055,Undrafted
35,200.66,91.625584,1,11,81,18.9,3.5,3.2,0.8,0.013999999999999999,0.086,0.215,0.574,0.145,11
25,195.58,92.98635999999999,1,5,82,22,5.2,4.6,6.6,0.037000000000000005,0.11599999999999999,0.242,0.61,0.19899999999999998,5
25,213.36,113.398,1,17,73,4.5,3.9,0.6,0.6,0.088,0.171,0.147,0.47200000000000003,0.053,17
26,210.82,104.32616,1,4,77,19.2,7.8,2.8,6.3,0.063,0.177,0.23399999999999999,0.56,0.128,4
21,208.28,97.52228000000001,2,32,78,14.8,6.9,1.6,1.5,0.06,0.165,0.182,0.5870000000000001,0.073,62
26,193.04,95.25432,2,42,2,0,0.5,0.5,-25.6,0,0.16699999999999998,0.13,0,0.33299999999999996,72
33,187.96,86.18248,2,31,54,4.1,1.8,2.9,-1.5,0.021,0.078,0.115,0.43799999999999994,0.19699999999999998,61
24,187.96,78.471416,2,39,37,2.1,0.8,1.8,-5.9,0.015,0.114,0.17800000000000002,0.429,0.386,69
25,210.82,108.86208,1,3,78,12.9,7.8,1.4,-0.6,0.075,0.191,0.18600000000000003,0.544,0.073,3
24,200.66,97.52228000000001,1,19,35,3.5,1.3,0.5,6.1,0.046,0.1,0.172,0.469,0.077,19
21,198.12,101.151016,1,18,76,8.1,3.4,0.8,-5.6,0.088,0.127,0.218,0.516,0.082,18
31,203.2,113.398,2,41,45,3.6,4.9,0.7,-3.1,0.141,0.267,0.134,0.457,0.075,71
34,205.74,95.25432,1,1,9,0.7,1.3,0.3,6.8,0.065,0.23800000000000002,0.115,0.381,0.125,1
24,193.04,88.45044,Undrafted,Undrafted,29,0.7,0.5,1.4,-1.4,0.023,0.089,0.107,0.34600000000000003,0.402,Undrafted
24,205.74,103.872568,1,14,75,20.4,5.8,2.2,5.7,0.036000000000000004,0.124,0.223,0.5760000000000001,0.094,14
23,198.12,104.32616,1,10,82,25.3,6.4,3.1,-1.3,0.034,0.16699999999999998,0.306,0.563,0.166,10
22,193.04,95.25432,Undrafted,Undrafted,55,4.8,1.4,0.7,-2.5,0.069,0.078,0.204,0.542,0.105,Undrafted
38,213.36,115.66596000000001,1,1,79,9.6,7.4,1.2,-4.2,0.066,0.248,0.20199999999999999,0.478,0.071,1
23,213.36,101.604608,2,36,34,1.4,1.6,0,-9,0.10400000000000001,0.161,0.12300000000000001,0.39299999999999996,0.008,66
34,190.5,83.91452,1,19,54,9.2,2.6,5.6,-6.2,0.031,0.089,0.204,0.493,0.385,19
23,195.58,85.728888,2,53,47,5.3,1.6,0.4,-0.3,0.031,0.11699999999999999,0.22399999999999998,0.489,0.055,83
24,195.58,92.532768,Undrafted,Undrafted,5,1,0.2,0,11.7,0,0.038,0.138,0.35700000000000004,0,Undrafted
37,198.12,97.52228000000001,1,8,47,6.5,3.5,2.4,4.2,0.046,0.11599999999999999,0.139,0.525,0.14400000000000002,8
34,182.88,81.64656,2,28,59,5.7,1.3,2.4,-6.2,0.023,0.06,0.185,0.478,0.243,58
30,200.66,115.66596000000001,1,9,82,12.2,4.4,2.2,1.3,0.049,0.14400000000000002,0.23199999999999998,0.507,0.145,9
23,200.66,97.52228000000001,1,9,79,17.3,10.7,2,4.8,0.086,0.254,0.222,0.532,0.102,9
31,208.28,127.00576000000001,1,17,68,6.5,3.8,1,-1.5,0.071,0.221,0.243,0.469,0.106,17
29,228.6,120.20188,1,2,82,7.1,7.4,0.5,10.4,0.092,0.228,0.14300000000000002,0.551,0.028999999999999998,2
24,205.74,104.32616,1,3,81,20.5,9.1,3.1,-7.3,0.063,0.195,0.245,0.5489999999999999,0.142,3
29,215.9,142.88148,1,1,74,28.7,12.7,3.7,7.9,0.11599999999999999,0.247,0.318,0.574,0.177,1
26,185.42,91.171992,2,34,69,6.8,1.9,2.8,-0.1,0.031,0.091,0.18,0.569,0.242,64
31,208.28,117.93392,2,30,82,5.4,3.7,0.9,0.9,0.071,0.146,0.157,0.48700000000000004,0.081,60
33,203.2,99.79024,1,3,52,7.9,3.3,1.6,8.5,0.016,0.129,0.16399999999999998,0.544,0.115,3
25,182.88,79.3786,Undrafted,Undrafted,13,1.2,0.5,0.8,-35.2,0.04,0.111,0.264,0.29100000000000004,0.455,Undrafted
35,200.66,103.418976,1,5,64,11.3,5.2,4.6,5.8,0.04,0.14400000000000002,0.17800000000000002,0.541,0.212,5
33,208.28,104.32616,Undrafted,Undrafted,66,6.1,5.5,0.5,12.2,0.088,0.239,0.153,0.514,0.04,Undrafted
27,198.12,95.25432,2,54,82,8.7,4.1,2.3,-0.3,0.036000000000000004,0.12300000000000001,0.154,0.528,0.12300000000000001,84
30,200.66,98.88305600000001,1,20,4,4.3,0.8,0.3,-10.3,0.032,0.055999999999999994,0.196,0.507,0.048,20
25,200.66,95.25432,1,6,61,19.7,3.9,3.3,-11,0.033,0.08,0.248,0.49200000000000005,0.16,6
25,203.2,100.243832,1,20,35,9.6,3.4,1.7,-2.6,0.046,0.1,0.205,0.475,0.11199999999999999,20
25,205.74,108.86208,1,28,27,2.1,1.4,0.2,-2.9,0.17800000000000002,0.192,0.214,0.541,0.076,28
27,205.74,111.13004,Undrafted,Undrafted,13,1.2,2.2,0.4,11.3,0.172,0.16699999999999998,0.149,0.313,0.088,Undrafted
25,195.58,101.604608,2,31,76,13,5,2.1,3.1,0.106,0.11,0.23199999999999998,0.544,0.13,61
25,200.66,99.79024,2,55,57,3.4,2,0.5,-2.4,0.093,0.083,0.11699999999999999,0.585,0.068,85
31,190.5,83.91452,1,24,76,18.2,3.8,7.6,4.7,0.019,0.098,0.24600000000000002,0.542,0.34600000000000003,24
29,210.82,113.398,2,43,27,1.6,1.9,0.1,-15.5,0.185,0.235,0.21100000000000002,0.424,0.051,73
25,193.04,97.52228000000001,1,26,14,1.4,0.4,0.3,2.5,0.055999999999999994,0.067,0.14400000000000002,0.518,0.082,26
37,200.66,97.52228000000001,3,54,82,3.5,1.5,0.7,-4.7,0.031,0.122,0.161,0.455,0.089,174
40,205.74,117.93392,1,4,64,3.8,2.6,0.6,0.1,0.037000000000000005,0.159,0.12300000000000001,0.499,0.066,4
25,205.74,117.93392,1,9,61,5.3,4,0.5,-0.6,0.083,0.209,0.185,0.524,0.053,9
26,210.82,120.20188,1,19,77,6.5,6,0.6,9.1,0.11699999999999999,0.184,0.146,0.53,0.046,19
23,215.9,117.93392,Undrafted,Undrafted,1,5,1,0,-41.6,0,0.5,0.31,0.727,0,Undrafted
26,213.36,112.490816,1,17,82,8.4,6.5,0.9,6.1,0.105,0.171,0.159,0.499,0.049,17
27,210.82,102.0582,1,4,79,19.3,8.2,1.9,6.4,0.054000000000000006,0.20199999999999999,0.237,0.54,0.09,4
22,208.28,97.52228000000001,2,32,71,16.8,7,1.7,5.4,0.064,0.157,0.207,0.564,0.076,62
27,193.04,94.800728,2,42,13,3.2,1.9,2,14.3,0.06,0.105,0.159,0.348,0.205,72
34,187.96,86.18248,2,31,1,0,0,2,-29.9,0,0,0.071,0,1,61
25,187.96,77.56423199999999,2,39,50,3.5,1.4,2.9,-4.1,0.02,0.113,0.19699999999999998,0.434,0.41,69
26,195.58,92.98635999999999,1,5,69,21.8,4.5,3.9,1.2,0.039,0.10099999999999999,0.262,0.598,0.193,5
26,210.82,111.13004,1,3,78,13.5,7.4,1.1,-1.9,0.078,0.185,0.19899999999999998,0.5329999999999999,0.059000000000000004,3
32,203.2,113.398,2,41,79,7,7.3,1.6,1.5,0.13699999999999998,0.21100000000000002,0.156,0.49,0.10300000000000001,71
25,200.66,97.52228000000001,1,19,36,4,1.2,1,-3.1,0.026000000000000002,0.077,0.16899999999999998,0.474,0.12,19
22,198.12,101.151016,1,18,81,13.3,4.1,1.6,1.3,0.06,0.11599999999999999,0.23199999999999998,0.534,0.105,18
26,210.82,123.377024,2,48,64,6.8,3.4,0.8,4.3,0.078,0.146,0.2,0.49,0.069,78
25,205.74,103.872568,1,14,71,21.2,5.3,2.5,7.5,0.03,0.12,0.23399999999999999,0.5920000000000001,0.106,14
25,195.58,92.532768,Undrafted,Undrafted,74,3.4,1.5,1,-5,0.04,0.1,0.159,0.486,0.141,Undrafted
22,215.9,110.22285600000001,1,27,22,2,1.3,0.3,-7,0.1,0.083,0.125,0.5379999999999999,0.065,27
22,205.74,107.95489599999999,1,9,16,3.5,1.1,0.8,6.6,0.02,0.13699999999999998,0.287,0.423,0.138,9
31,200.66,115.66596000000001,Undrafted,Undrafted,8,2.6,1.1,0.1,-14.2,0.096,0.11800000000000001,0.182,0.541,0.038,Undrafted
26,205.74,102.965384,2,55,75,4.9,4,0.7,1,0.089,0.11599999999999999,0.10300000000000001,0.524,0.046,85
24,198.12,104.32616,1,10,82,26.1,6.9,3.2,5.3,0.026000000000000002,0.166,0.293,0.57,0.153,10
28,190.5,83.91452,Undrafted,Undrafted,33,5.8,1.5,2.2,-5.9,0.024,0.082,0.20199999999999999,0.48200000000000004,0.23399999999999999,Undrafted
26,195.58,101.604608,2,31,75,11.2,4,1.4,2.6,0.10300000000000001,0.098,0.222,0.5670000000000001,0.109,61
24,213.36,111.13004,2,49,33,1.2,1.7,0.1,-12.8,0.094,0.165,0.11,0.45299999999999996,0.027999999999999997,79
26,200.66,95.25432,1,6,53,13.9,3.4,2.4,-11.1,0.032,0.09,0.245,0.439,0.154,6
31,200.66,115.66596000000001,1,9,77,11.9,4.5,1.4,4,0.075,0.134,0.21899999999999997,0.5579999999999999,0.10099999999999999,9
24,195.58,85.728888,2,53,63,9.4,4.3,1.1,-9.5,0.033,0.13699999999999998,0.179,0.47,0.068,83
35,190.5,83.91452,1,19,76,10.4,3.1,6.1,1.9,0.026000000000000002,0.091,0.2,0.495,0.34700000000000003,19
25,203.2,128.820128,1,6,61,3.7,3.1,0.6,-3.1,0.115,0.19699999999999998,0.193,0.473,0.093,6
33,187.96,86.18248,Undrafted,Undrafted,16,3.9,1.4,3.1,-6.3,0.031,0.072,0.17,0.41600000000000004,0.316,Undrafted
31,208.28,106.59411999999999,1,11,81,6.8,5.9,2.9,8.3,0.068,0.17800000000000002,0.128,0.528,0.158,11
22,200.66,89.357624,1,21,82,11.7,3,2.2,-4.3,0.039,0.10800000000000001,0.24100000000000002,0.539,0.168,21
32,200.66,109.769264,1,24,82,7.9,4.7,3.5,6.1,0.044000000000000004,0.14300000000000002,0.152,0.502,0.174,24
30,193.04,86.18248,Undrafted,Undrafted,59,2.1,1.2,1.9,-1,0.055999999999999994,0.10300000000000001,0.158,0.48100000000000004,0.336,Undrafted
22,200.66,100.697424,1,13,79,9.4,3.7,1.8,2.7,0.049,0.125,0.193,0.524,0.125,13
24,200.66,87.543256,1,7,63,20,3.4,2.7,-1,0.038,0.077,0.28600000000000003,0.511,0.14300000000000002,7
36,200.66,88.45044,1,11,79,16.5,2.8,3.2,-0.7,0.009,0.075,0.184,0.617,0.14400000000000002,11
21,213.36,102.965384,1,3,82,17.6,8.9,2.7,-6.2,0.089,0.182,0.226,0.5660000000000001,0.133,3
27,195.58,86.18248,1,14,4,10.8,3,2.3,-4.8,0.023,0.092,0.193,0.425,0.113,14
25,205.74,107.95489599999999,1,19,80,11.1,4.2,1.2,4,0.036000000000000004,0.124,0.16399999999999998,0.5529999999999999,0.063,19
22,198.12,99.79024,2,43,67,11.4,3.3,1.4,2,0.065,0.115,0.235,0.581,0.11599999999999999,73
27,213.36,122.46983999999999,1,1,80,11.1,8.9,1.1,-2.3,0.073,0.239,0.203,0.457,0.059000000000000004,1
39,198.12,97.975872,1,3,60,22.9,5.7,5.2,-0.3,0.027000000000000003,0.163,0.361,0.46799999999999997,0.295,3
29,200.66,97.52228000000001,1,21,69,20.6,5.2,3.3,3.9,0.036000000000000004,0.109,0.239,0.532,0.138,21
25,210.82,118.841104,1,12,42,4.6,4,0.6,-8.7,0.08,0.20800000000000002,0.158,0.46799999999999997,0.055999999999999994,12
32,190.5,83.91452,1,24,74,19.7,4.2,6.7,3.1,0.025,0.10800000000000001,0.26899999999999996,0.545,0.324,24
33,195.58,95.25432,Undrafted,Undrafted,82,4,2,1.5,0.1,0.009,0.096,0.094,0.521,0.10400000000000001,Undrafted
25,203.2,112.490816,2,32,15,1.1,3.4,0.3,-11,0.147,0.184,0.10800000000000001,0.271,0.048,62
23,205.74,102.965384,1,17,26,1.2,0.9,0.1,-23.1,0.071,0.175,0.133,0.526,0.042,17
26,210.82,131.54168,Undrafted,Undrafted,27,5.1,3.6,0.8,-7.6,0.084,0.195,0.198,0.469,0.096,Undrafted
23,195.58,99.79024,Undrafted,Undrafted,10,2.1,0.4,0.4,-6.1,0.06,0.026000000000000002,0.198,0.506,0.154,Undrafted
26,200.66,104.779752,1,15,81,11.8,7.1,1.3,3.8,0.091,0.16399999999999998,0.191,0.512,0.073,15
32,205.74,110.22285600000001,2,42,4,0.8,1.5,0,-42,0.091,0.097,0.149,0.16899999999999998,0,72
35,208.28,97.52228000000001,Undrafted,Undrafted,31,3.4,1.5,0.5,-6.3,0.03,0.12,0.172,0.436,0.077,Undrafted
24,187.96,92.98635999999999,1,14,32,2.2,0.3,0.8,-11.1,0.007,0.043,0.262,0.486,0.253,14
31,208.28,99.79024,Undrafted,Undrafted,46,4.5,2.8,0.4,-7,0.069,0.162,0.171,0.466,0.051,Undrafted
22,200.66,111.58363200000001,1,16,55,13.2,4.9,2.3,-1.2,0.05,0.141,0.23199999999999998,0.501,0.142,16
27,208.28,104.32616,Undrafted,Undrafted,11,2,2.3,0.3,-0.5,0.136,0.188,0.163,0.395,0.068,Undrafted
24,185.42,86.18248,1,2,80,13.7,2.8,5,7.3,0.015,0.071,0.19699999999999998,0.513,0.22699999999999998,2
27,187.96,86.18248,Undrafted,Undrafted,15,2.8,0.9,1.3,-17.2,0.019,0.14300000000000002,0.237,0.456,0.306,Undrafted
32,210.82,108.40848799999999,2,29,80,8.4,9.8,1.3,3.1,0.122,0.23,0.124,0.545,0.064,59
28,205.74,106.59411999999999,2,30,77,7.7,4.5,0.5,1.5,0.10099999999999999,0.16399999999999998,0.188,0.5670000000000001,0.042,60
25,198.12,95.25432,Undrafted,Undrafted,65,6,1.9,0.6,-9.2,0.047,0.083,0.185,0.502,0.065,Undrafted
21,208.28,115.66596000000001,2,42,36,1.5,2.2,0.1,5,0.14400000000000002,0.245,0.13,0.562,0.026000000000000002,72
26,205.74,122.46983999999999,2,37,29,1.9,1.2,0.1,1,0.092,0.162,0.198,0.47700000000000004,0.032,67
24,195.58,90.7184,Undrafted,Undrafted,11,2.7,0.7,0.2,-17.1,0.047,0.085,0.221,0.501,0.057,Undrafted
24,208.28,113.398,1,29,82,9.7,7.9,0.4,-6.3,0.127,0.215,0.19399999999999998,0.49,0.026000000000000002,29
24,200.66,98.88305600000001,1,21,63,14,3.5,2.4,-0.7,0.05,0.079,0.21,0.524,0.131,21
35,182.88,81.64656,1,12,35,3.4,1.5,3.3,-8.7,0.015,0.086,0.138,0.39799999999999996,0.33,12
28,185.42,79.3786,2,33,82,8.1,3,4.9,-6.1,0.037000000000000005,0.091,0.17800000000000002,0.47100000000000003,0.302,63
30,203.2,102.0582,1,24,68,7.1,3.5,1.4,-2.9,0.072,0.14,0.179,0.575,0.126,24
31,195.58,97.975872,Undrafted,Undrafted,11,2.6,1.3,0.5,-9.4,0.076,0.11,0.17800000000000002,0.513,0.098,Undrafted
37,195.58,99.79024,1,5,64,4.1,1.5,0.9,9.8,0.021,0.114,0.19399999999999998,0.488,0.131,5
24,190.5,88.45044,Undrafted,Undrafted,69,3.3,1.1,1.2,-4.5,0.015,0.095,0.17,0.46799999999999997,0.18899999999999997,Undrafted
26,213.36,104.32616,Undrafted,Undrafted,30,2.6,1.7,0.4,1.1,0.126,0.175,0.183,0.545,0.087,Undrafted
27,190.5,81.64656,Undrafted,Undrafted,3,1.7,0.7,0.7,-10.9,0,0.154,0.132,0.665,0.25,Undrafted
22,203.2,98.88305600000001,1,5,63,15.2,4.3,3.1,3.6,0.026000000000000002,0.11699999999999999,0.209,0.542,0.149,5
39,213.36,115.66596000000001,1,1,65,6,4,0.5,-1.9,0.072,0.253,0.226,0.49700000000000005,0.066,1
32,200.66,99.79024,Undrafted,Undrafted,12,3.3,1.2,0.3,1,0.013999999999999999,0.083,0.16899999999999998,0.384,0.04,Undrafted
33,203.2,100.243832,1,5,77,11.6,2.5,2,6.6,0.024,0.075,0.183,0.588,0.113,5
26,205.74,117.93392,1,9,69,6.7,7,0.9,3.1,0.087,0.231,0.131,0.545,0.057,9
25,182.88,80.73937600000001,1,23,71,7.8,1.7,3.5,-0.8,0.011000000000000001,0.082,0.205,0.507,0.293,23
26,198.12,111.13004,Undrafted,Undrafted,70,6.3,4.5,1.3,-0.5,0.079,0.171,0.157,0.48100000000000004,0.099,Undrafted
34,205.74,113.398,1,11,26,8,10.5,0.9,-1.5,0.11199999999999999,0.29100000000000004,0.153,0.46,0.043,11
22,210.82,111.13004,1,14,82,5.9,3.9,0.9,-8.2,0.075,0.18100000000000002,0.172,0.488,0.08,14
26,185.42,77.11064,Undrafted,Undrafted,81,11.7,1.8,3.1,-1.4,0.019,0.069,0.258,0.526,0.23600000000000002,Undrafted
23,195.58,90.7184,2,29,78,8.7,3.3,2.2,-10.3,0.033,0.10300000000000001,0.161,0.502,0.13,59
26,203.2,99.79024,2,54,22,3.4,2.9,0.8,-9,0.1,0.113,0.11900000000000001,0.47700000000000004,0.076,84
19,215.9,106.59411999999999,1,2,71,6.1,4.8,0.8,-7.1,0.097,0.18600000000000003,0.16399999999999998,0.5429999999999999,0.063,2
27,213.36,106.59411999999999,1,29,49,2,2.1,0.2,-10.5,0.121,0.15,0.162,0.401,0.034,29
26,190.5,89.357624,1,11,44,4.8,1.3,1.4,-0.1,0.03,0.1,0.218,0.5329999999999999,0.221,11
30,200.66,103.418976,1,18,40,5.7,1.3,0.5,-7.8,0.040999999999999995,0.093,0.231,0.525,0.074,18
23,203.2,95.25432,1,9,76,25.6,7.8,5.3,4.6,0.057,0.171,0.311,0.532,0.25,9
20,187.96,80.28578399999998,1,28,77,9.2,2.6,4.3,5.8,0.017,0.082,0.177,0.49700000000000005,0.237,28
34,205.74,113.398,2,43,73,5.5,4.4,0.4,-13.5,0.092,0.21100000000000002,0.17300000000000001,0.503,0.036000000000000004,73
28,187.96,85.728888,1,16,63,9.5,3.2,2.1,4.2,0.042,0.114,0.21,0.473,0.146,16
26,210.82,108.86208,1,5,74,6.9,6.5,0.5,5.1,0.109,0.17800000000000002,0.126,0.57,0.031,5
29,180.34,82.10015200000001,1,23,74,7.9,2,4.4,-4.7,0.013000000000000001,0.087,0.177,0.511,0.301,23
32,208.28,120.20188,1,17,14,2.9,2.1,0.4,5.1,0.075,0.237,0.28,0.36700000000000005,0.105,17
30,210.82,113.398,1,8,55,14.1,6.4,1.3,-1.5,0.11699999999999999,0.126,0.235,0.517,0.071,8
25,198.12,102.0582,1,5,60,24.7,5.2,4,1.5,0.063,0.085,0.302,0.515,0.19,5
27,210.82,115.212368,Undrafted,Undrafted,54,6,4.7,0.3,-14.6,0.141,0.213,0.19899999999999998,0.499,0.028999999999999998,Undrafted
30,213.36,116.573144,2,54,74,6.9,3.9,0.5,3.4,0.094,0.198,0.217,0.569,0.055999999999999994,84
20,205.74,122.46983999999999,1,19,41,2.8,1.7,0.3,-3.7,0.14400000000000002,0.193,0.253,0.479,0.10300000000000001,19
22,187.96,89.357624,1,14,28,2.5,0.9,1.3,-1.9,0.018000000000000002,0.087,0.205,0.361,0.217,14
23,185.42,83.91452,2,32,62,5.2,1.1,1.5,-6.8,0.013999999999999999,0.07,0.215,0.442,0.18899999999999997,62
31,198.12,90.7184,1,23,78,15.1,3.8,2.2,-0.5,0.021,0.10099999999999999,0.17600000000000002,0.589,0.10300000000000001,23
24,215.9,99.79024,2,36,55,5.6,2,0.4,5.8,0.034,0.17300000000000001,0.22399999999999998,0.564,0.063,66
28,208.28,104.32616,1,19,56,3.8,2.3,0.7,0.4,0.05,0.154,0.135,0.563,0.097,19
32,203.2,104.32616,1,7,48,9.4,3.4,1.4,-4.1,0.038,0.129,0.195,0.5379999999999999,0.107,7
25,200.66,110.676448,1,6,82,18.7,4.8,3.1,5,0.045,0.098,0.217,0.58,0.133,6
29,193.04,92.98635999999999,2,46,71,11.5,2.6,1.8,-7.2,0.025,0.107,0.24600000000000002,0.495,0.14400000000000002,76
26,190.5,86.18248,1,26,58,3.3,0.9,1,-12.4,0.031,0.092,0.215,0.47700000000000004,0.23,26
26,213.36,107.047712,1,27,67,4.3,4,0.2,-4.5,0.13,0.239,0.185,0.483,0.033,27
21,208.28,106.140528,1,12,61,6.7,3.8,1.3,3.3,0.044000000000000004,0.175,0.172,0.528,0.1,12
34,215.9,117.93392,1,26,80,11.1,8.4,3.7,9.2,0.093,0.19899999999999998,0.18600000000000003,0.513,0.177,26
27,208.28,129.27372,1,12,79,4.6,4.4,0.4,-1,0.132,0.154,0.141,0.513,0.038,12
35,193.04,83.91452,2,29,2,1,0,1,-3.1,0,0,0.405,0.25,0.667,59
33,210.82,106.59411999999999,2,29,59,9.9,3.7,3.5,-1.8,0.033,0.13699999999999998,0.20600000000000002,0.511,0.23399999999999999,59
32,208.28,108.86208,1,6,44,6.5,5,1.8,-1.2,0.057,0.161,0.15,0.449,0.1,6
26,213.36,127.00576000000001,2,47,62,9.7,6.1,1.3,6.3,0.114,0.158,0.175,0.562,0.078,77
25,208.28,108.86208,1,7,74,11.7,4.1,1.4,1.2,0.039,0.132,0.225,0.522,0.091,7
23,208.28,113.398,Undrafted,Undrafted,70,4.7,2.3,0.6,6.9,0.127,0.113,0.228,0.501,0.099,Undrafted
30,208.28,113.398,2,43,21,3.9,4.9,0.4,-5.8,0.19399999999999998,0.22699999999999998,0.16699999999999998,0.489,0.055999999999999994,73
24,200.66,97.52228000000001,1,9,81,19.1,9.9,2,0,0.075,0.217,0.235,0.518,0.091,9
32,208.28,127.00576000000001,1,17,75,6.1,3.8,0.7,-1.7,0.085,0.203,0.20199999999999999,0.489,0.071,17
30,228.6,120.20188,1,2,53,4.1,3.3,0.4,6.2,0.084,0.17600000000000002,0.136,0.562,0.04,2
25,205.74,104.32616,1,3,77,21.2,9,3.1,-4.4,0.075,0.191,0.27,0.536,0.152,3
30,215.9,142.88148,1,1,67,27.2,10.7,3,11.5,0.11,0.21100000000000002,0.318,0.59,0.157,1
23,203.2,99.79024,1,6,78,14.4,5.4,2.8,-5.6,0.064,0.086,0.18100000000000002,0.518,0.11599999999999999,6
28,198.12,95.25432,2,54,82,5,3,0.9,-3.6,0.043,0.138,0.153,0.489,0.083,84
27,185.42,91.171992,2,34,50,4.4,1.3,1.7,0.2,0.033,0.094,0.192,0.526,0.225,64
32,208.28,117.93392,2,30,61,3,2,0.4,-0.3,0.051,0.14400000000000002,0.14300000000000002,0.44299999999999995,0.055,60
26,208.28,113.398,2,44,21,4.6,3.6,0.4,-6.1,0.067,0.201,0.182,0.466,0.046,74
36,200.66,103.418976,1,5,62,10.6,5.2,5.9,2.8,0.043,0.147,0.188,0.49700000000000005,0.28300000000000003,5
34,208.28,111.13004,Undrafted,Undrafted,41,4.9,5.1,0.3,-12.2,0.11699999999999999,0.2,0.16699999999999998,0.43,0.028999999999999998,Undrafted
26,205.74,108.86208,1,28,75,6.7,3.8,1.1,2.4,0.10300000000000001,0.156,0.17800000000000002,0.568,0.109,28
27,210.82,120.20188,1,19,80,6.4,7.1,0.7,7.2,0.107,0.214,0.115,0.59,0.039,19
22,210.82,113.398,1,26,34,1.5,2,0.1,-4.5,0.153,0.285,0.172,0.44,0.047,26
24,180.34,75.296272,1,20,67,7.2,2.4,3,-1.5,0.034,0.086,0.18100000000000002,0.469,0.22699999999999998,20
38,200.66,97.52228000000001,3,54,74,3.3,1.1,0.6,1.9,0.027999999999999997,0.105,0.171,0.491,0.096,174
33,203.2,96.615096,1,9,77,4.7,2.9,1.3,5.3,0.053,0.139,0.149,0.48100000000000004,0.128,9
25,187.96,81.64656,1,4,82,20.4,3.2,8.1,-1.7,0.026000000000000002,0.069,0.265,0.519,0.355,4
25,200.66,96.16150400000001,1,25,9,1.3,0.8,0.1,-22.5,0.11900000000000001,0.074,0.19699999999999998,0.384,0.048,25
35,182.88,88.45044,1,14,68,9.6,1.8,4.1,-1.7,0.01,0.077,0.217,0.49200000000000005,0.28300000000000003,14
26,213.36,117.93392,1,1,82,25.5,12.7,3.7,8.7,0.097,0.257,0.29100000000000004,0.5760000000000001,0.182,1
23,187.96,85.728888,Undrafted,Undrafted,40,3.1,1.1,1.8,-18.9,0.03,0.091,0.188,0.483,0.341,Undrafted
29,208.28,104.32616,1,18,3,8.7,5.3,0.3,-11.2,0.075,0.141,0.183,0.523,0.024,18
